Unique_ID,Interest_5th,Interest_6th,Final_Interests,Interest,Final_Interests_7th,Interest_8th,Final_Interests_8th,Interest_9th,Final_Interests_9th,Interest_10th,Final_Interests_10th
stud_9761,"Urdu, Environmental Studies","Science, Geography, Drawing","Drawing, Environmental Studies, Geography, Science, Urdu","Science, Geography, Drawing","Drawing, Geography, Science","Geography, Drawing","Drawing, Geography","Drawing, Algebra","Algebra, Drawing","Urdu, Algebra","Algebra, Urdu"
stud_9762,"English, Computer","English, Drawing","Drawing, English","English, Drawing","Drawing, English","Science, Computer","Computer, Drawing, English, Science","Marathi, English","English, Marathi","Hindi, English, Science","English, Hindi, Science"
stud_9763,"Science, Geography","Marathi, Urdu","Geography, Marathi, Science, Urdu","Marathi, Urdu","Marathi, Urdu","Urdu, Environmental Studies","Environmental Studies, Urdu","Marathi, Algebra","Algebra, Environmental Studies, Marathi, Urdu","Marathi, Computer","Computer, Marathi"
stud_9764,"History, Sports","Hindi, Drawing","Drawing, Hindi, History, Sports","Hindi, Drawing","Drawing, Hindi","Urdu, Math","Drawing, Hindi, Math, Urdu","Urdu, Science","Science, Urdu","Marathi, Drawing","Drawing, Marathi, Science, Urdu"
stud_9765,"Marathi, English, History, Environmental Studies","Hindi, Drawing","Drawing, English, Environmental Studies, Hindi, History, Marathi","Hindi, Drawing","Drawing, Hindi","Science, Sports, Math","Drawing, Hindi, Math, Science, Sports","Science, Drawing","Drawing, Science","Marathi, Urdu","Drawing, Marathi, Science, Urdu"
stud_9766,"Urdu, Science","Urdu, Computer","Computer, Urdu","Urdu, Computer","Computer, Urdu","English, Math","Computer, English, Math, Urdu","Hindi, History","Computer, English, Hindi, History, Math, Urdu","English, Algebra, Defence","Algebra, Defence, English"
stud_9767,"History, Science","English, Computer","Computer, English, History, Science","English, Computer","Computer, English","Marathi, Science","Computer, English, Marathi, Science","History, Geography","Computer, English, Geography, History, Marathi, Science","Urdu, History","History, Urdu"
stud_9768,"History, Math","Urdu, Hindi, Geography","Geography, Hindi, History, Math, Urdu","Urdu, Hindi, Geography","Geography, Hindi, Urdu","Marathi, Hindi","Hindi, Marathi","Sports, Geometry, Computer","Computer, Geometry, Hindi, Marathi, Sports","Science, Computer","Computer, Science"
stud_9769,"English, Sports","Geography, Sports","Geography, Sports","Geography, Sports","Geography, Sports","Hindi, History","Geography, Hindi, History, Sports","Marathi, Urdu","Geography, Hindi, History, Marathi, Sports, Urdu","Algebra, Geometry","Algebra, Geography, Geometry, Hindi, History, Marathi, Sports, Urdu"
stud_9770,"Hindi, Drawing","Marathi, Sports","Drawing, Hindi, Marathi, Sports","Marathi, Sports","Marathi, Sports","Urdu, History, Sports, Math","History, Math, Sports, Urdu","Geography, Algebra","Algebra, Geography, History, Math, Sports, Urdu","Environmental Studies, Computer","Algebra, Computer, Environmental Studies, Geography, History, Math, Sports, Urdu"
stud_9771,"Urdu, Environmental Studies","Sports, Environmental Studies","Environmental Studies, Sports","Sports, Environmental Studies","Environmental Studies, Sports","Hindi, Computer","Computer, Environmental Studies, Hindi, Sports","Geometry, Defence","Computer, Defence, Environmental Studies, Geometry, Hindi, Sports","Urdu, Environmental Studies","Environmental Studies, Urdu"
stud_9772,"Urdu, Sports","Hindi, History","Hindi, History, Sports, Urdu","Hindi, History","Hindi, History","Marathi, Science","Hindi, History, Marathi, Science","Computer, Defence","Computer, Defence, Hindi, History, Marathi, Science","English, Algebra","Algebra, Computer, Defence, English, Hindi, History, Marathi, Science"
stud_9773,"Hindi, Math","English, Sports","English, Hindi, Math, Sports","English, Sports","English, Sports","Science, Drawing, Environmental Studies","Drawing, English, Environmental Studies, Science, Sports","Science, Sports","Science, Sports","Marathi, Urdu, Sanskrit","Marathi, Sanskrit, Science, Sports, Urdu"
stud_9774,"Marathi, Geography, Math","Sports, Computer","Computer, Geography, Marathi, Math, Sports","Sports, Computer","Computer, Sports","Environmental Studies, Computer","Computer, Environmental Studies","Marathi, Geography","Computer, Environmental Studies, Geography, Marathi","Urdu, Geography","Geography, Urdu"
stud_9775,"Marathi, Hindi, English","Geography, Computer","Computer, English, Geography, Hindi, Marathi","Geography, Computer","Computer, Geography","English, Science","Computer, English, Geography, Science","Geography, Sports","Geography, Sports","Hindi, Drawing","Drawing, Geography, Hindi, Sports"
stud_9776,"History, Computer","Hindi, Geography, Math","Computer, Geography, Hindi, History, Math","Hindi, Geography, Math","Geography, Hindi, Math","English, Sports","English, Geography, Hindi, Math, Sports","Hindi, History, Algebra","Algebra, Hindi, History","Sports, Sanskrit","Algebra, Hindi, History, Sanskrit, Sports"
stud_9777,"Hindi, Math","Urdu, Environmental Studies","Environmental Studies, Hindi, Math, Urdu","Urdu, Environmental Studies","Environmental Studies, Urdu","Geography, Environmental Studies","Environmental Studies, Geography","Drawing, Sports, Defence","Defence, Drawing, Environmental Studies, Geography, Sports","Marathi, English","Defence, Drawing, English, Environmental Studies, Geography, Marathi, Sports"
stud_9778,"Sports, Environmental Studies","Sports, Math","Math, Sports","Sports, Math","Math, Sports","English, Math","English, Math","Drawing, Computer","Computer, Drawing, English, Math","Marathi, Computer","Computer, Marathi"
stud_9779,"Drawing, Sports","History, Environmental Studies","Drawing, Environmental Studies, History, Sports","History, Environmental Studies","Environmental Studies, History","Hindi, Math","Environmental Studies, Hindi, History, Math","Hindi, Science","Hindi, Science","Geography, Environmental Studies, Sanskrit","Environmental Studies, Geography, Hindi, Sanskrit, Science"
stud_9780,"Hindi, Science","Marathi, Urdu","Hindi, Marathi, Science, Urdu","Marathi, Urdu","Marathi, Urdu","Marathi, Math","Marathi, Math","History, Geometry","Geometry, History, Marathi, Math","History, Environmental Studies","Environmental Studies, History"
stud_9781,"Science, Math","Science, Geography","Geography, Science","Science, Geography","Geography, Science","Math, Computer","Computer, Geography, Math, Science","Sports, Defence","Computer, Defence, Geography, Math, Science, Sports","Urdu, Drawing, Defence","Defence, Drawing, Urdu"
stud_9782,"History, Science","English, History, Drawing, Sports","Drawing, English, History, Sports","English, History, Drawing, Sports","Drawing, English, History, Sports","Marathi, Hindi","Drawing, English, Hindi, History, Marathi, Sports","English, Geography","English, Geography","English, Sports","English, Sports"
stud_9783,"Marathi, Geography","Science, Sports","Geography, Marathi, Science, Sports","Science, Sports","Science, Sports","History, Geography","Geography, History, Science, Sports","English, Geography","English, Geography","History, Science","English, Geography, History, Science"
stud_9784,"English, Sports","History, Science","English, History, Science, Sports","History, Science","History, Science","Sports, Math","History, Math, Science, Sports","Marathi, Environmental Studies","Environmental Studies, History, Marathi, Math, Science, Sports","English, Geography","English, Environmental Studies, Geography, History, Marathi, Math, Science, Sports"
stud_9785,"Urdu, Math","Hindi, English","English, Hindi, Math, Urdu","Hindi, English","English, Hindi","Marathi, English","English, Marathi","Science, Drawing, Defence","Defence, Drawing, English, Marathi, Science","Defence, Sanskrit","Defence, Sanskrit"
stud_9786,"Science, Sports","Urdu, Drawing","Drawing, Science, Sports, Urdu","Urdu, Drawing","Drawing, Urdu","Urdu, Hindi","Hindi, Urdu","Urdu, Defence","Defence, Urdu","English, Geography","Defence, English, Geography, Urdu"
stud_9787,"Marathi, Science, Environmental Studies, Math","Math, Computer","Computer, Math","Math, Computer","Computer, Math","Urdu, Environmental Studies","Computer, Environmental Studies, Math, Urdu","Urdu, Sports","Sports, Urdu","Marathi, Sports","Marathi, Sports"
stud_9788,"Environmental Studies, Math","Hindi, Computer","Computer, Environmental Studies, Hindi, Math","Hindi, Computer","Computer, Hindi","English, History","Computer, English, Hindi, History","Algebra, Computer","Algebra, Computer","Science, Environmental Studies, Defence","Algebra, Computer, Defence, Environmental Studies, Science"
stud_9789,"Science, Geography","Sports, Environmental Studies","Environmental Studies, Geography, Science, Sports","Sports, Environmental Studies","Environmental Studies, Sports","History, Environmental Studies","Environmental Studies, History","Drawing, Defence","Defence, Drawing, Environmental Studies, History","Urdu, Environmental Studies","Environmental Studies, Urdu"
stud_9790,"Marathi, Hindi","Marathi, English","English, Marathi","Marathi, English","English, Marathi","Hindi, Science","English, Hindi, Marathi, Science","Environmental Studies, Algebra, Computer","Algebra, Computer, English, Environmental Studies, Hindi, Marathi, Science","Geography, Environmental Studies","Environmental Studies, Geography"
stud_9791,"Geography, Drawing, Environmental Studies","Hindi, English, Environmental Studies, Math","English, Environmental Studies, Hindi, Math","Hindi, English, Environmental Studies, Math","English, Environmental Studies, Hindi, Math","Math, Computer","Computer, Math","Urdu, Defence","Computer, Defence, Math, Urdu","History, Sports, Defence","Defence, History, Sports"
stud_9792,"Urdu, Geography","Geography, Environmental Studies","Environmental Studies, Geography","Geography, Environmental Studies","Environmental Studies, Geography","Marathi, English","English, Environmental Studies, Geography, Marathi","Environmental Studies, Computer","Computer, Environmental Studies","English, Defence","Computer, Defence, English, Environmental Studies"
stud_9793,"Hindi, Sports","Sports, Environmental Studies","Environmental Studies, Sports","Sports, Environmental Studies","Environmental Studies, Sports","Science, Computer","Computer, Environmental Studies, Science, Sports","Sports, Computer","Computer, Sports","Marathi, Algebra, Geometry","Algebra, Computer, Geometry, Marathi, Sports"
stud_9794,"English, Math","Science, Environmental Studies, Math","Environmental Studies, Math, Science","Science, Environmental Studies, Math","Environmental Studies, Math, Science","Hindi, Geography","Environmental Studies, Geography, Hindi, Math, Science","Hindi, Science","Hindi, Science","Marathi, Hindi, Geography","Geography, Hindi, Marathi"
stud_9795,"Marathi, Science","Sports, Math","Marathi, Math, Science, Sports","Sports, Math","Math, Sports","Urdu, Drawing","Drawing, Math, Sports, Urdu","Geography, Sports, Algebra","Algebra, Geography, Sports","Marathi, English, Drawing, Geometry, Computer","Algebra, Computer, Drawing, English, Geography, Geometry, Marathi, Sports"
stud_9796,"Hindi, Sports, Math","History, Science, Environmental Studies","Environmental Studies, Hindi, History, Math, Science, Sports","History, Science, Environmental Studies","Environmental Studies, History, Science","English, Science","English, Science","Science, Geography","Geography, Science","Sports, Computer","Computer, Geography, Science, Sports"
stud_9797,"Geography, Environmental Studies","Marathi, Math","Environmental Studies, Geography, Marathi, Math","Marathi, Math","Marathi, Math","Science, Environmental Studies","Environmental Studies, Marathi, Math, Science","History, Sports, Computer","Computer, Environmental Studies, History, Marathi, Math, Science, Sports","English, Environmental Studies","English, Environmental Studies"
stud_9798,"Hindi, Computer","Drawing, Math","Computer, Drawing, Hindi, Math","Drawing, Math","Drawing, Math","Environmental Studies, Math","Environmental Studies, Math","Urdu, Environmental Studies","Environmental Studies, Urdu","History, Sanskrit","Environmental Studies, History, Sanskrit, Urdu"
stud_9799,"Urdu, Drawing","Drawing, Environmental Studies","Drawing, Environmental Studies","Drawing, Environmental Studies","Drawing, Environmental Studies","English, Math","Drawing, English, Environmental Studies, Math","English, Defence","Defence, English","Marathi, Sanskrit","Defence, English, Marathi, Sanskrit"
stud_9800,"Marathi, Geography","Sports, Math, Computer","Computer, Geography, Marathi, Math, Sports","Sports, Math, Computer","Computer, Math, Sports","Geography, Sports","Geography, Sports","English, Algebra","Algebra, English, Geography, Sports","Environmental Studies, Computer","Algebra, Computer, English, Environmental Studies, Geography, Sports"
stud_9801,"Hindi, Math","Sports, Environmental Studies","Environmental Studies, Hindi, Math, Sports","Sports, Environmental Studies","Environmental Studies, Sports","Hindi, Sports","Hindi, Sports","Geometry, Defence","Defence, Geometry, Hindi, Sports","Science, Defence","Defence, Science"
stud_9802,"Marathi, Math","English, Geography","English, Geography, Marathi, Math","English, Geography","English, Geography","Hindi, Computer","Computer, English, Geography, Hindi","Environmental Studies, Computer","Computer, Environmental Studies","Marathi, Drawing","Computer, Drawing, Environmental Studies, Marathi"
